n;port443;familia;especie_subespecie_var;categoria
1006;*;Cactaceae;Rhipsalis pacheco-leonis;EN
1006;*;Cactaceae;Rhipsalis pacheco-leonis;EN
1006;*;Cactaceae;Rhipsalis pacheco-leonis;EN
1007;*;Cactaceae;Rhipsalisparadoxasubsp.septentrionalis;EN
1008;;Cactaceae;Rhipsalis pentaptera;CR
1009;;Cactaceae;Rhipsalis triangularis;EN
1010;*;Cactaceae;Schlumbergera kautskyi;EN
1010;*;Cactaceae;Schlumbergera kautskyi;EN
1011;*;Cactaceae;Schlumbergera microsphaerica;VU
1012;*;Cactaceae;Schlumbergera opuntioides;VU
1013;;Cactaceae;Schlumbergera russelliana;EN
1014;*;Cactaceae;Tacingabraunii;VU
1015;*;Cactaceae;Uebelmanniabuiningii;CR
1016;*;Cactaceae;Uebelmanniagummifera;VU
1017;*;Cactaceae;Uebelmanniapectinifera;EN
1018;;Calophyllaceae;Caraipabalbinensis;CR
1019;;Calophyllaceae;Caraipa rodriguesii;VU
1020;;Calophyllaceae;Kielmeyeraalbopunctata;VU
1021;;Calophyllaceae;Kielmeyeraaureovinosa;EN
1022;;Calophyllaceae;Kielmeyera bifaria;EN
1023;;Calophyllaceae;Kielmeyeradecipiens;CR
1024;;Calophyllaceae;Kielmeyera elata;EN
1025;;Calophyllaceae;Kielmeyera excelsa;VU
1026;;Calophyllaceae;Kielmeyerafatimae;EN
1027;;Calophyllaceae;Kielmeyera ferruginosa;CR
1028;;Calophyllaceae;Kielmeyeragracilis;EN
1029;;Calophyllaceae;Kielmeyerainsignis;EN
1030;;Calophyllaceae;Kielmeyeraitacarensis;EN
1031;;Calophyllaceae;Kielmeyera marauensis;EN
1032;*;Calophyllaceae;Kielmeyeraocchioniana;EN
1033;;Calophyllaceae;Kielmeyera rizziniana;EN
1034;*;Calophyllaceae;Kielmeyera rufotomentosa;EN
1035;*;Calophyllaceae;Kielmeyera rupestris;CR
1036;*;Calophyllaceae;Kielmeyerasigillata;CR
1037;*;Calyceraceae;Boopis bupleuroides;EN
1037;*;Calyceraceae;Boopis bupleuroides;EN
1038;*;Calyceraceae;Boopis itatiaiae;EN
1039;*;Campanulaceae;Lobelia hilaireana;EN
1039;*;Campanulaceae;Lobelia hilaireana;EN
1039;*;Campanulaceae;Lobelia hilaireana;EN
1040;*;Campanulaceae;Lobelia langeana;EN
1041;*;Campanulaceae;Lobelia santos-limae;CR
1042;;Canellaceae;Cinnamodendron axillare;EN
1043;;Canellaceae;Cinnamodendron occhionianum;CR
1044;;Cannabaceae;Celtisorthacanthos;EN
1045;;Capparaceae;Colicodendronbahianum;VU
1046;;Capparaceae;Neocalyptrocalyx nectareus;EN
1047;*;Caprifoliaceae;ValerianaglazioviiTaub.;EN
1048;*;Caprifoliaceae;Valeriana glechomifolia;EN
1048;*;Caprifoliaceae;Valeriana glechomifolia;EN
1049;*;Caprifoliaceae;Valeriana organensis;CR
1049;*;Caprifoliaceae;Valeriana organensis;CR
1049;*;Caprifoliaceae;Valeriana organensis;CR
1050;*;Caprifoliaceae;Valeriana reitziana Borsini;VU
1051;*;Caprifoliaceae;Valeriana tajuvensis;VU
1051;*;Caprifoliaceae;Valeriana tajuvensis;VU
1052;;Cardiopteridaceae;Citronella engleriana;EN
1052;;Cardiopteridaceae;Citronella engleriana;EN
1052;;Cardiopteridaceae;Citronella engleriana;EN
1052;;Cardiopteridaceae;Citronella engleriana;EN
1053;*;Celastraceae;Monteverdia acanthophylla;VU
1054;;Celastraceae;Monteverdia chapadensis;EN
1055;;Celastraceae;Monteverdia fugax;EN
1056;;Celastraceae;Monteverdia horrida;EN
1056;;Celastraceae;Monteverdia horrida;EN
1057;;Celastraceae;Monteverdialongifolia;VU
1058;;Celastraceae;Monteverdia megalocarpa;EN
1059;;Celastraceae;Monteverdia psammophila;EN
1060;*;Celastraceae;Monteverdia rupestris;VU
1061;;Celastraceae;Monteverdia samydiformis;CR
1062;*;Celastraceae;Peritassa longifolia;VU
1062;*;Celastraceae;Peritassa longifolia;VU
1063;*;Celastraceae;Peritassa sadleri;CR
1064;*;Celastraceae;Salacia mosenii;CR
1065;;Celastraceae;Tonteleacorcovadensis;EN
1066;*;Celastraceae;Tontelealanceolata;EN
1067;*;Celastraceae;Tontelea martiana;EN
1068;*;Chrysobalanaceae;Couepia belemii;EN
1068;*;Chrysobalanaceae;Couepia belemii;EN
1069;;Chrysobalanaceae;Couepia bondarii;EN
1070;*;Chrysobalanaceae;Couepia carautae;CR
1071;;Chrysobalanaceae;Couepia coarctata;CR
1072;;Chrysobalanaceae;Couepia eriantha;VU
1073;;Chrysobalanaceae;Couepia insignis;EN
1074;*;Chrysobalanaceae;Couepia joaquinae;CR
1075;*;Chrysobalanaceae;Couepia leitaofilhoi;EN
1076;;Chrysobalanaceae;Couepia longipetiolata;EN
1077;*;Chrysobalanaceae;Couepia meridionalis;CR
1078;;Chrysobalanaceae;Couepiaoxossii;EN
1079;;Chrysobalanaceae;Couepia parvifolia;EN
1080;*;Chrysobalanaceae;Couepia schottii;EN
1080;*;Chrysobalanaceae;Couepia schottii;EN
1080;*;Chrysobalanaceae;Couepia schottii;EN
1081;*;Chrysobalanaceae;Exellodendron gracile;EN
1082;;Chrysobalanaceae;Hirtella angustifolia;VU
1082;;Chrysobalanaceae;Hirtella angustifolia;VU
1082;;Chrysobalanaceae;Hirtella angustifolia;VU
1082;;Chrysobalanaceae;Hirtella angustifolia;VU
1083;;Chrysobalanaceae;Hirtella conduplicata;CR
1084;;Chrysobalanaceae;Hirtellafloribunda;EN
1085;;Chrysobalanaceae;Hirtella glaziovii;EN
1085;;Chrysobalanaceae;Hirtella glaziovii;EN
1086;;Chrysobalanaceae;Hirtella juruensis;EN
1086;;Chrysobalanaceae;Hirtella juruensis;EN
1086;;Chrysobalanaceae;Hirtella juruensis;EN
1087;;Chrysobalanaceae;Hirtella kuhlmannii;EN
1088;;Chrysobalanaceae;Hirtella lancifolia;VU
1089;*;Chrysobalanaceae;Hirtella parviunguis;EN
1090;;Chrysobalanaceae;Hirtellaprancei;EN
1091;*;Chrysobalanaceae;Hirtella santosii;EN
1091;*;Chrysobalanaceae;Hirtella santosii;EN
1092;;Chrysobalanaceae;Hymenopus adolphoduckei;EN
1093;*;Chrysobalanaceae;Hymenopus conferruminatus;CR
1094;;Chrysobalanaceae;Leptobalanusmaguirei;EN
1095;;Chrysobalanaceae;Leptobalanusturbinatus;EN
1096;*;Chrysobalanaceae;Licania arianeae;EN
1097;*;Chrysobalanaceae;Licania belemii;EN
1097;*;Chrysobalanaceae;Licania belemii;EN
1098;;Chrysobalanaceae;Licania cymosa;EN
1099;*;Chrysobalanaceae;Licania indurata;EN
1099;*;Chrysobalanaceae;Licania indurata;EN
1100;;Chrysobalanaceae;Licania lamentanda;EN
1101;;Chrysobalanaceae;Licania naviculistipula;EN
1101;;Chrysobalanaceae;Licania naviculistipula;EN
1102;;Chrysobalanaceae;Licania tocantina;EN
1103;;Chrysobalanaceae;Moquileaaraneosa;VU
1104;;Chrysobalanaceae;Parinari alvimii;EN
1105;*;Cistaceae;Crocanthemum brasiliensis;EN
1106;*;Clusiaceae;Clusiaaemygdioi;EN
1107;;Clusiaceae;Clusiaburchellii;EN
1108;;Clusiaceae;Clusiadiamantina;EN
1109;;Clusiaceae;Clusiafragrans;EN
1110;;Clusiaceae;Clusiaimmersa;EN
1111;;Clusiaceae;Clusia riedeliana;EN
1112;;Clusiaceae;Garcinia albuquerquei;EN
1113;;Clusiaceae;Lorostemon coelhoi;EN
1113;;Clusiaceae;Lorostemon coelhoi;EN
1114;*;Combretaceae;Combretum rupicola;CR
1115;*;Combretaceae;Semialarium paniculatum;EN
1116;*;Commelinaceae;Dichorisandra acaulis;EN
1117;;Commelinaceae;Dichorisandra gaudichaudiana;EN
1118;*;Commelinaceae;Dichorisandra glaziovii;VU
1118;*;Commelinaceae;Dichorisandra glaziovii;VU
1119;*;Commelinaceae;Dichorisandra leucophthalmos;VU
1120;;Commelinaceae;Dichorisandra nana;EN
1121;*;Commelinaceae;Dichorisandra neglecta;CR
1122;;Commelinaceae;Dichorisandra odorata;VU
1123;;Commelinaceae;Dichorisandra oxypetala;EN
1124;;Commelinaceae;Dichorisandrapicta;CR
1125;*;Commelinaceae;Siderasis fuscata;EN
1126;;Connaraceae;Connarus marginatus;EN
1127;;Connaraceae;Rourea bahiensis;EN
1127;;Connaraceae;Rourea bahiensis;EN
1128;*;Connaraceae;Rourea cnestidifolia;EN
1129;;Connaraceae;Rourealaurifolia;VU
1130;*;Connaraceae;Rourea pseudospadicea;EN
1131;;Convolvulaceae;Bonamia umbellata;CR
1132;*;Convolvulaceae;Distimake repens;EN
1133;*;Convolvulaceae;Evolvulus chrysotrichos;EN
1133;*;Convolvulaceae;Evolvulus chrysotrichos;EN
1134;*;Convolvulaceae;Evolvulusglaziovii;VU
1135;*;Convolvulaceae;Evolvuluskramerioides;VU
1136;*;Convolvulaceae;Evolvulusrariflorus;VU
1137;*;Convolvulaceae;Evolvulus riedelii;EN
1138;*;Convolvulaceae;Evolvulus stellariifolius;EN
1138;*;Convolvulaceae;Evolvulus stellariifolius;EN
1138;*;Convolvulaceae;Evolvulus stellariifolius;EN
1139;*;Convolvulaceae;Ipomoea carajasensis;VU
1140;*;Convolvulaceae;Ipomoea cavalcantei;EN
1141;*;Convolvulaceae;Ipomoea daturiflora;VU
1141;*;Convolvulaceae;Ipomoea daturiflora;VU
1141;*;Convolvulaceae;Ipomoea daturiflora;VU
1142;*;Convolvulaceae;Ipomoea macedoi;CR
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1143;*;Convolvulaceae;Ipomoea subrevoluta;VU
1144;*;Convolvulaceae;Jacquemontia cephalantha;VU
1145;*;Convolvulaceae;Jacquemontia revoluta;EN
1146;*;Crassulaceae;Crassulapeduncularis;CR
1147;;Cucurbitaceae;Wilbrandia glaziovii;EN
1147;;Cucurbitaceae;Wilbrandia glaziovii;EN
1148;;Cunoniaceae;Lamanoniabrasiliensis;EN
1149;;Cunoniaceae;Lamanoniaulei;EN
1150;*;Cyperaceae;Bulbostylisdistichoides;VU
1151;*;Cyperaceae;Bulbostylis nesiotis;VU
1152;*;Cyperaceae;Bulbostylis smithii;EN
1153;*;Cyperaceae;Cyperusappendiculatusvar.atlanticus;VU
1154;*;Cyperaceae;Hypolytrum amorimii;CR
1155;*;Cyperaceae;Hypolytrum bahiense;EN
1156;;Cyperaceae;Hypolytrumglaziovii;CR
1157;*;Cyperaceae;Hypolytrum lucennoi;VU
1158;*;Cyperaceae;Hypolytrumparaense;EN
1159;*;Cyperaceae;Lagenocarpus bracteosus;EN
1160;*;Cyperaceae;Rhynchospora pilulifera;CR
1160;*;Cyperaceae;Rhynchospora pilulifera;CR
1161;*;Cyperaceae;Scleria balansae;VU
1161;*;Cyperaceae;Scleria balansae;VU
1161;*;Cyperaceae;Scleria balansae;VU
1162;*;Cyperaceae;Trilepis tenuis;CR
1163;*;Dichapetalaceae;Stephanopodium engleri;EN
1164;;Dichapetalaceae;Stephanopodium estrellense;EN
1165;;Dichapetalaceae;Stephanopodium gracile;VU
1166;*;Dichapetalaceae;Stephanopodium magnifolium;EN
1167;;Dichapetalaceae;Stephanopodium sessile;EN
1168;;Dichapetalaceae;Tapura follii;CR
1169;;Dichapetalaceae;Tapura wurdackiana;EN
1170;*;Dicksoniaceae;Dicksonia sellowiana;EN
1170;*;Dicksoniaceae;Dicksonia sellowiana;EN
1170;*;Dicksoniaceae;Dicksonia sellowiana;EN
1170;*;Dicksoniaceae;Dicksonia sellowiana;EN
1170;*;Dicksoniaceae;Dicksonia sellowiana;EN
1170;*;Dicksoniaceae;Dicksonia sellowiana;EN
1170;*;Dicksoniaceae;Dicksonia sellowiana;EN
1171;*;Dicranaceae;Atractylocarpus brasiliensis;EN
1172;*;Dicranaceae;Atractylocarpus longisetus;EN
1172;*;Dicranaceae;Atractylocarpus longisetus;EN
1172;*;Dicranaceae;Atractylocarpus longisetus;EN
1173;*;Dicranaceae;Campylopus densicoma;EN
1174;*;Dilleniaceae;Davilla glaziovii;EN
1175;*;Dilleniaceae;Davilla macrocarpa;VU
1176;*;Dilleniaceae;Doliocarpus lancifolius;EN
1176;*;Dilleniaceae;Doliocarpus lancifolius;EN
1177;*;Dioscoreaceae;Dioscoreaasperula;VU
1178;;Dioscoreaceae;Dioscorea bradei;EN
1179;;Dioscoreaceae;Dioscoreacampanulata;EN
1180;;Dioscoreaceae;Dioscoreaitatiaiensis;CR
1181;*;Dioscoreaceae;Dioscorea loefgrenii;VU
1182;*;Dioscoreaceae;Dioscorea mantiqueirensis;CR
1183;;Dioscoreaceae;Dioscoreamargarethia;CR
1184;;Dioscoreaceae;Dioscorea pedalis;VU
1185;*;Dioscoreaceae;Dioscorea pseudomacrocapsa;EN
1186;*;Dioscoreaceae;Dioscorea sanpaulensis;EN
1187;;Dioscoreaceae;Dioscorea sphaeroidea;CR
1188;*;Dioscoreaceae;Dioscorea trilinguis;EN
1188;*;Dioscoreaceae;Dioscorea trilinguis;EN
1188;*;Dioscoreaceae;Dioscorea trilinguis;EN
1189;*;Ditrichaceae;Chrysoblastellachilensis;EN
1190;;Droseraceae;Drosera graminifolia;CR
1191;*;Droseraceae;Droseragra omogolensis;EN
1192;;Droseraceae;Drosera magnifica;CR
1193;;Droseraceae;Drosera quartzicola;EN
1194;*;Dryopteridaceae;Elaphoglossum acrocarpum;VU
1195;*;Dryopteridaceae;Elaphoglossum beckeri;CR
1196;*;Dryopteridaceae;Megalastrum wacketii;EN
1197;*;Dryopteridaceae;Polystichum bradei;EN
1198;;Ebenaceae;Diospyrosagnitser;EN
1199;;Ebenaceae;Diospyros amabi;EN
1200;;Ebenaceae;Diospyros bullata;VU
1201;;Ebenaceae;Diospyros ketun;VU
1202;;Ebenaceae;Diospyros longistyla;VU
1202;;Ebenaceae;Diospyros longistyla;VU
1203;;Ebenaceae;Diospyros mexiae;EN
1204;;Ebenaceae;Diospyros riedelii;EN
1205;;Ebenaceae;Diospyros scottmorii;EN
1206;;Ebenaceae;Diospyros serrana;CR
1207;;Ebenaceae;Diospyros tarim;EN
1208;;Ebenaceae;Diospyros ubaita;EN
1209;;Elaeocarpaceae;Sloaneafasciculata;EN
1210;;Elaeocarpaceae;Sloanea froesii;VU
1210;;Elaeocarpaceae;Sloanea froesii;VU
1210;;Elaeocarpaceae;Sloanea froesii;VU
1211;;Elaeocarpaceae;Sloanea hatschbachii;EN
1212;*;Elaeocarpaceae;Sloanea obtusifolia;EN
1212;*;Elaeocarpaceae;Sloanea obtusifolia;EN
1212;*;Elaeocarpaceae;Sloanea obtusifolia;EN
1212;*;Elaeocarpaceae;Sloanea obtusifolia;EN
1212;*;Elaeocarpaceae;Sloanea obtusifolia;EN
1212;*;Elaeocarpaceae;Sloanea obtusifolia;EN
1213;;Elaeocarpaceae;Sloanea petalata;CR
1214;;Elaeocarpaceae;Sloaneaspathulata;VU
1215;*;Ephedraceae;Ephedra tweediana;VU
1216;;Ericaceae;Agarista organensis;CR
1217;;Ericaceae;Agarista uleana;VU
1218;*;Ericaceae;Gaultheria sleumeriana;CR
1219;*;Ericaceae;Gaylussacia angulata;EN
1220;*;Ericaceae;Gaylussacia caparoensis;EN
1221;*;Ericaceae;Gaylussacia centunculifolia;EN
1222;*;Ericaceae;Gaylussacia harleyi;VU
1223;*;Ericaceae;Gaylussaciaoleifolia;VU
1224;*;Ericaceae;Gaylussacia pruinosa;CR
1225;*;Ericaceae;Gaylussacia retivenia;EN
1226;*;Ericaceae;Gaylussacia setosa;CR
1227;*;Eriocaulaceae;Actinocephalus cipoensis;CR
1228;*;Eriocaulaceae;Actinocephalus claussenianus;VU
1229;*;Eriocaulaceae;Comantherabahiensis;EN
1230;*;Eriocaulaceae;Comanthera brasiliana;CR
1231;*;Eriocaulaceae;Comanthera elegans;EN
1232;*;Eriocaulaceae;Comanthera harleyi;VU
1233;*;Eriocaulaceae;Comanthera mucugensis;EN
1234;;Eriocaulaceae;Comantherapignalii;CR
1235;*;Eriocaulaceae;Leiothrix echinocephala;VU
1236;;Eriocaulaceae;Paepalanthus argyrotrychus;CR
1237;*;Eriocaulaceae;Paepalanthus ater;CR
1238;;Eriocaulaceae;Paepalanthus capixaba;CR
1239;;Eriocaulaceae;Paepalanthus echinoides;EN
1240;;Eriocaulaceae;Paepalanthusfarinaceus;CR
1241;;Eriocaulaceae;Paepalanthusflexuosus;CR
1242;*;Eriocaulaceae;Paepalanthus hydra;EN
1243;;Eriocaulaceae;Paepalanthus flexuosus;CR
1244;;Eriocaulaceae;Paepalanthus macaheensis;EN
1245;;Eriocaulaceae;Paepalanthus macer;CR
1246;;Eriocaulaceae;Paepalanthusovatus;EN
1247;;Eriocaulaceae;Paepalanthuspolygonus;EN
1248;;Eriocaulaceae;Paepalanthus macer;VU
1249;;Eriocaulaceae;Paepalanthus urbanianus;VU
1250;;Eriocaulaceae;Paepalanthus velutiphyllus;EN
1251;;Eriocaulaceae;Syngonanthus incurvifolius;CR
1252;*;Eriocaulaceae;Syngonanthus itambeensis;EN
1253;*;Eriocaulaceae;Syngonanthus laricifolius;VU
1253;*;Eriocaulaceae;Syngonanthus laricifolius;VU
1254;;Eriocaulaceae;Syngonanthus vittatus;EN
1255;;Erythropalaceae;Heisteriahuberiana;CR
1256;;Erythroxylaceae;Erythroxylum ayrtonianum;CR
1257;*;Erythroxylaceae;Erythroxylum bezerrae;EN
1257;*;Erythroxylaceae;Erythroxylum bezerrae;EN
1258;*;Erythroxylaceae;Erythroxylum catharinense;EN
1259;;Erythroxylaceae;Erythroxylum cincinnatum;EN
1260;*;Erythroxylaceae;Erythroxylum compressum;EN
1261;;Erythroxylaceae;Erythroxylum frangulifolium;EN
1262;*;Erythroxylaceae;Erythroxylum leal-costae;CR
1263;;Erythroxylaceae;Erythroxylum magnoliifolium;EN
1264;*;Erythroxylaceae;Erythroxylum mattos-silvae;EN
1265;*;Erythroxylaceae;Erythroxylum membranaceum;EN
1266;*;Erythroxylaceae;Erythroxylum nelson-rosae;EN
1267;;Erythroxylaceae;Erythroxylum nitidum;EN
1267;;Erythroxylaceae;Erythroxylum nitidum;EN
1267;;Erythroxylaceae;Erythroxylum nitidum;EN
1268;;Erythroxylaceae;Erythroxylum nordestinum;EN
1269;;Erythroxylaceae;Erythroxylum occultum;CR
1270;;Erythroxylaceae;Erythroxylum ovalifolium;VU
1271;*;Erythroxylaceae;Erythroxylum petrae-caballi;VU
1272;;Erythroxylaceae;Erythroxylum schomburgkii;EN
1273;;Erythroxylaceae;Erythroxylum sobraleanum;CR
1274;;Erythroxylaceae;Erythroxylum splendidum;EN
1275;*;Erythroxylaceae;Erythroxylum substriatum;VU
1276;*;Erythroxylaceae;Erythroxylum tianguanum;CR
1277;;Erythroxylaceae;Erythroxylumumbrosum;EN
1278;;Erythroxylaceae;Erythroxylum vernicosum;EN
1279;*;Escalloniaceae;Escallonia obtusissima;VU
1279;*;Escalloniaceae;Escallonia obtusissima;VU
1279;*;Escalloniaceae;Escallonia obtusissima;VU
1280;*;Escalloniaceae;Escallonia petrophila;EN
1280;*;Escalloniaceae;Escallonia petrophila;EN
1281;;Euphorbiaceae;Actinostemon roseliae;EN
1282;*;Euphorbiaceae;Adenophaedra cearensis;CR
1283;;Euphorbiaceae;Algernonia bahiensis;VU
1284;;Euphorbiaceae;Algernonia brasiliensis;VU
1284;;Euphorbiaceae;Algernonia brasiliensis;VU
1285;*;Euphorbiaceae;Algernonia dimitrii;EN
1286;*;Euphorbiaceae;Algernonia kuhlmannii;CR
1287;*;Euphorbiaceae;Astraea cincta;EN
1288;*;Euphorbiaceae;Bernardia crassifolia;EN
1289;*;Euphorbiaceae;Caperonia buettneriacea;VU
1290;*;Euphorbiaceae;Chiropetalum anisotrichum;EN
1291;;Euphorbiaceae;Cnidoscolushamosus;CR
1292;;Euphorbiaceae;Cnidoscolus magni-gerdtii;CR
1293;;Euphorbiaceae;Cnidoscolusrupestris;EN
1294;;Euphorbiaceae;Croton campanulatus;EN
1294;;Euphorbiaceae;Croton campanulatus;EN
1295;;Euphorbiaceae;Croton caryophyllus;EN
1296;;Euphorbiaceae;Croton diasii;EN
1297;;Euphorbiaceae;Croton hemiargyreus;EN
1297;;Euphorbiaceae;Croton hemiargyreus;EN
1298;*;Euphorbiaceae;Croton leptobotryus;VU
1299;;Euphorbiaceae;Croton priscus;EN
1300;;Euphorbiaceae;Croton sapiifolius;EN
1301;;Euphorbiaceae;Croton thomasii;EN
1302;*;Euphorbiaceae;Dalechampiapurpurata;EN
1303;*;Euphorbiaceae;Dalechampia riparia;CR
1304;*;Euphorbiaceae;Euphorbia appariciana;EN
1305;*;Euphorbiaceae;Euphorbia attastoma;EN
1305;*;Euphorbiaceae;Euphorbia attastoma;EN
1306;*;Euphorbiaceae;Euphorbia crossadenia;EN
1306;*;Euphorbiaceae;Euphorbia crossadenia;EN
1307;*;Euphorbiaceae;Euphorbia gymnoclada;VU
1308;*;Euphorbiaceae;Euphorbiaholochlorina;CR
1309;;Euphorbiaceae;Euphorbia sabulicola;CR
1310;;Euphorbiaceae;Glycydendron espiritosantense;VU
1311;;Euphorbiaceae;Hevea camargoana;EN
1312;;Euphorbiaceae;Manihot hahnii;EN
1313;;Euphorbiaceae;Manihot longiracemosa;EN
1314;*;Euphorbiaceae;Manihot procumbens;VU
1315;;Euphorbiaceae;Ophthalmoblapton macrophyllum;EN
1316;;Euphorbiaceae;Ophthalmoblapton pedunculare;VU
1317;;Euphorbiaceae;Sebastianiapteroclada;CR
1318;;Euphorbiaceae;Anthurium angustifolium;EN
1319;*;Fabaceae;Aeschynomene fructipendula;EN
1320;*;Fabaceae;Albizia burkartiana;EN
1320;*;Fabaceae;Albizia burkartiana;EN
1321;*;Fabaceae;Albiziaglabripetala;EN
1322;;Fabaceae;Aldina heterophylla;VU
1323;*;Fabaceae;Amburanaacreana;VU
1324;;Fabaceae;Andira marauensis;EN
1325;*;Fabaceae;Apuleialeiocarpa;VU
1326;*;Fabaceae;Arachis villosa;EN
1327;;Fabaceae;Arapatiella emarginata;EN
1328;;Fabaceae;Bauhinia albicans;EN
1329;;Fabaceae;Bauhinia glaziovii;CR
1329;;Fabaceae;Bauhinia glaziovii;CR
1330;*;Fabaceae;Bauhinia integerrima;EN
1331;;Fabaceae;Bauhinia uberlandiana;CR
1332;*;Fabaceae;Calliandra carrascana;EN
1333;;Fabaceae;Cassia rubriflora;EN
1334;*;Fabaceae;Centrolobiumparaense;EN
1335;*;Fabaceae;Centrosemacarajasense;VU
1336;;Fabaceae;Chamaecrista amabilis;EN
1337;;Fabaceae;Chamaecrista amorimii;EN
1338;*;Fabaceae;Chamaecristaanamariae;EN
1339;*;Fabaceae;Chamaecrista atroglandulosa;EN
1340;;Fabaceae;Chamaecrista bracteolata;EN
1341;*;Fabaceae;Chamaecrista catolesensis;VU
1342;*;Fabaceae;Chamaecristafodinarum;EN
1343;;Fabaceae;Chamaecristafulgida;CR
1344;*;Fabaceae;Chamaecristalagotois;CR
1345;;Fabaceae;Chamaecristanuda;EN
1346;;Fabaceae;Chamaecrista phyllostachya;EN
1347;*;Fabaceae;Chamaecristastillifera;VU
1348;;Fabaceae;Chamaecrista subpeltata;EN
1349;*;Fabaceae;Chamaecrista tephrosiifolia;VU
1350;*;Fabaceae;Chamaecristaulmea;CR
1351;;Fabaceae;Chamaecristaunijuga;EN
1352;;Fabaceae;Copaifera majorina;VU
1353;;Fabaceae;Coursetia vicioides;EN
1354;;Fabaceae;Ctenodonbradei;EN
1355;*;Fabaceae;Ctenodon lacabuendianus;EN
1356;;Fabaceae;Cynometramarleneae;EN
1357;;Fabaceae;Dahlstedtiabahiana;EN
1358;;Fabaceae;Dahlstedtiaglaziovii;EN
1359;;Fabaceae;Dahlstedtia grandiflora;EN
1360;;Fabaceae;Dahlstedtia peckoltii;EN
1360;;Fabaceae;Dahlstedtia peckoltii;EN
1361;;Fabaceae;Dalbergia ernest-ulei;EN
1361;;Fabaceae;Dalbergia ernest-ulei;EN
1361;;Fabaceae;Dalbergia ernest-ulei;EN
1362;;Fabaceae;Dalbergia glaziovii;EN
1363;*;Fabaceae;Amburana cearensis;VU
1363;*;Fabaceae;Dalbergia nigra;VU
1363;*;Fabaceae;Dalbergia nigra;VU
1363;*;Fabaceae;Dalbergia nigra;VU
1363;*;Fabaceae;Dalbergia nigra;VU
1364;;Fabaceae;Degueliahatschbachii;VU
1365;*;Fabaceae;Desmodium craspediferum;EN
1366;;Fabaceae;Dialium rondoniense;EN
1367;;Fabaceae;Dicymbearenicola;EN
1368;;Fabaceae;Dicymbepuncticulosa;EN
1369;;Fabaceae;Dimorphandra exaltata;EN
1369;;Fabaceae;Dimorphandra exaltata;EN
1369;;Fabaceae;Dimorphandra exaltata;EN
1369;;Fabaceae;Dimorphandra exaltata;EN
1370;*;Fabaceae;Dimorphandrawilsonii;EN
1371;;Fabaceae;Diniziajueirana-facao;CR
1372;;Fabaceae;Diplotropisrodriguesii;VU
1373;;Fabaceae;Elizabethaspeciosa;VU
1374;*;Fabaceae;Gleditsia amorphoides;VU
1374;*;Fabaceae;Gleditsia amorphoides;VU
1374;*;Fabaceae;Gleditsia amorphoides;VU
1375;;Fabaceae;Grazielodendron rio-docensis;EN
1376;;Fabaceae;Harleyodendron unifoliolatum;EN
1377;*;Fabaceae;Harpalyce lanata;EN
1378;*;Fabaceae;Harpalyceparvifolia;EN
1379;*;Fabaceae;Hymenaeaparvifolia;VU
1380;*;Fabaceae;Hymenolobium excelsum;VU
1380;*;Fabaceae;Hymenolobium excelsum;VU
1380;*;Fabaceae;Hymenolobium excelsum;VU
1381;*;Fabaceae;Inga aptera;EN
1382;;Fabaceae;Inga conchifolia;EN
1383;;Fabaceae;Inga cordistipula;VU
1384;;Fabaceae;Inga globularis;EN
1385;*;Fabaceae;Inga grazielae;EN
1386;*;Fabaceae;Inga maritima;EN
1387;*;Fabaceae;Inga mendoncaei;EN
1388;*;Fabaceae;Inga pedunculata;EN
1389;*;Fabaceae;Inga platyptera;EN
1390;*;Fabaceae;Inga pleiogyna;EN
1391;*;Fabaceae;Inga praegnans;EN
1392;*;Fabaceae;Inga suborbicularis;EN
1392;*;Fabaceae;Inga suborbicularis;EN
1393;*;Fabaceae;Inga unica;EN
1394;;Fabaceae;Jupunbabarnebyana;EN
1395;*;Fabaceae;Lathyrus acutifolius;CR
1396;*;Fabaceae;Lathyrus paraguariensis;VU
1396;*;Fabaceae;Lathyrus paraguariensis;VU
1396;*;Fabaceae;Lathyrus paraguariensis;VU
1397;;Fabaceae;Leptolobium araguaiense;EN
1398;;Fabaceae;Leptolobium glaziovianum;EN
1399;;Fabaceae;Leptolobium parvifolium;EN
1399;;Fabaceae;Leptolobium parvifolium;EN
1400;;Fabaceae;Leptolobium tenuifolium;EN
1400;;Fabaceae;Leptolobium tenuifolium;EN
1400;;Fabaceae;Leptolobium tenuifolium;EN
1401;*;Fabaceae;Leucochloron foederale;EN
1401;*;Fabaceae;Leucochloron foederale;EN
1402;;Fabaceae;Leucochloronlimae;EN
1403;*;Fabaceae;Leucochloron minarum;EN
1403;*;Fabaceae;Leucochloron minarum;EN
