"n";"port443";"familia";"especie_subespecie_var";"categoria"
991;"*";"Cactaceae";"Parodia scopa";"EN"
992;"*";"Cactaceae";"Pereskiaaureiflora";"VU"
993;"*";"Cactaceae";"Pilosocereusaurisetussubsp. aurilanatus";"EN"
994;"*";"Cactaceae";"Pilosocereusazulensis";"CR"
995;"*";"Cactaceae";"Pilosocereusfloccosussubsp.quadricostatus";"EN"
996;"*";"Cactaceae";"Pilosocereusfulvilanatus";"EN"
997;"*";"Cactaceae";"Pilosocereusglaucochrous";"VU"
998;"*";"Cactaceae";"Pilosocereus magnificus";"EN"
999;"*";"Cactaceae";"Pilosocereus multicostatus";"EN"
1000;"";"Cactaceae";"Pilosocereus ulei";"EN"
1001;"";"Cactaceae";"Rhipsalisagudoensis";"EN"
1002;"*";"Cactaceae";"Rhipsalis cereoides";"CR"
1003;"";"Cactaceae";"Rhipsalisflagelliformis";"EN"
1004;"";"Cactaceae";"Rhipsalis mesembryanthemoides";"EN"
1005;"";"Cactaceae";"Rhipsalisormindoi";"VU"
1006;"*";"Cactaceae";"Rhipsalispacheco-leonis";"EN"
1007;"*";"Cactaceae";"Rhipsalisparadoxasubsp.septentrionalis";"EN"
1008;"";"Cactaceae";"Rhipsalispentaptera";"CR"
1009;"";"Cactaceae";"Rhipsalis triangularis";"EN"
1010;"*";"Cactaceae";"Schlumbergerakautskyi";"EN"
1011;"*";"Cactaceae";"Schlumbergera microsphaerica";"VU"
1012;"*";"Cactaceae";"Schlumbergera opuntioides";"VU"
1013;"";"Cactaceae";"Schlumbergera russelliana";"EN"
1014;"*";"Cactaceae";"Tacingabraunii";"VU"
1015;"*";"Cactaceae";"Uebelmanniabuiningii";"CR"
1016;"*";"Cactaceae";"Uebelmanniagummifera";"VU"
1017;"*";"Cactaceae";"Uebelmanniapectinifera";"EN"
1018;"";"Calophyllaceae";"Caraipabalbinensis";"CR"
1019;"";"Calophyllaceae";"Caraipa rodriguesii";"VU"
1020;"";"Calophyllaceae";"Kielmeyeraalbopunctata";"VU"
1021;"";"Calophyllaceae";"Kielmeyeraaureovinosa";"EN"
1022;"";"Calophyllaceae";"Kielmeyera bifaria";"EN"
1023;"";"Calophyllaceae";"Kielmeyeradecipiens";"CR"
1024;"";"Calophyllaceae";"Kielmeyera elata";"EN"
1025;"";"Calophyllaceae";"Kielmeyera excelsa";"VU"
1026;"";"Calophyllaceae";"Kielmeyerafatimae";"EN"
1027;"";"Calophyllaceae";"Kielmeyeraferruginosa";"CR"
1028;"";"Calophyllaceae";"Kielmeyeragracilis";"EN"
1029;"";"Calophyllaceae";"Kielmeyerainsignis";"EN"
1030;"";"Calophyllaceae";"Kielmeyeraitacarensis";"EN"
1031;"";"Calophyllaceae";"Kielmeyera marauensis";"EN"
1032;"*";"Calophyllaceae";"Kielmeyeraocchioniana";"EN"
1033;"";"Calophyllaceae";"Kielmeyera rizziniana";"EN"
1034;"*";"Calophyllaceae";"Kielmeyera rufotomentosa";"EN"
1035;"*";"Calophyllaceae";"Kielmeyera rupestris";"CR"
1036;"*";"Calophyllaceae";"Kielmeyerasigillata";"CR"
1037;"*";"Calyceraceae";"Boopisbupleuroides";"EN"
1038;"*";"Calyceraceae";"Boopis itatiaiae";"EN"
1039;"*";"Campanulaceae";"Lobeliahilaireana";"EN"
1040;"*";"Campanulaceae";"Lobelialangeana";"EN"
1041;"*";"Campanulaceae";"Lobeliasantos-limae";"CR"
1042;"";"Canellaceae";"Cinnamodendronaxillare";"EN"
1043;"";"Canellaceae";"Cinnamodendron occhionianum";"CR"
1044;"";"Cannabaceae";"Celtisorthacanthos";"EN"
1045;"";"Capparaceae";"Colicodendronbahianum";"VU"
1046;"";"Capparaceae";"Neocalyptrocalyx nectareus";"EN"
1047;"*";"Caprifoliaceae";"ValerianaglazioviiTaub.";"EN"
1048;"*";"Caprifoliaceae";"Valerianaglechomifolia";"EN"
1049;"*";"Caprifoliaceae";"Valerianaorganensis";"CR"
1050;"*";"Caprifoliaceae";"Valeriana reitziana Borsini";"VU"
1051;"*";"Caprifoliaceae";"Valerianatajuvensis";"VU"
1052;"";"Cardiopteridaceae";"Citronellaengleriana";"EN"
1053;"*";"Celastraceae";"Monteverdia acanthophylla";"VU"
1054;"";"Celastraceae";"Monteverdia chapadensis";"EN"
1055;"";"Celastraceae";"Monteverdia fugax";"EN"
1056;"";"Celastraceae";"Monteverdiahorrida";"EN"
1057;"";"Celastraceae";"Monteverdialongifolia";"VU"
1058;"";"Celastraceae";"Monteverdia megalocarpa";"EN"
1059;"";"Celastraceae";"Monteverdia psammophila";"EN"
1060;"*";"Celastraceae";"Monteverdia rupestris";"VU"
1061;"";"Celastraceae";"Monteverdia samydiformis";"CR"
1062;"*";"Celastraceae";"Peritassalongifolia";"VU"
1063;"*";"Celastraceae";"Peritassa sadleri";"CR"
1064;"*";"Celastraceae";"Salacia mosenii";"CR"
1065;"";"Celastraceae";"Tonteleacorcovadensis";"EN"
1066;"*";"Celastraceae";"Tontelealanceolata";"EN"
1067;"*";"Celastraceae";"Tontelea martiana";"EN"
1068;"*";"Chrysobalanaceae";"Couepiabelemii";"EN"
1069;"";"Chrysobalanaceae";"Couepiabondarii";"EN"
1070;"*";"Chrysobalanaceae";"Couepia carautae";"CR"
1071;"";"Chrysobalanaceae";"Couepia coarctata";"CR"
1072;"";"Chrysobalanaceae";"Couepia eriantha";"VU"
1073;"";"Chrysobalanaceae";"Couepiainsignis";"EN"
1074;"*";"Chrysobalanaceae";"Couepiajoaquinae";"CR"
1075;"*";"Chrysobalanaceae";"Couepialeitaofilhoi";"EN"
1076;"";"Chrysobalanaceae";"Couepialongipetiolata";"EN"
1077;"*";"Chrysobalanaceae";"Couepiameridionalis";"CR"
1078;"";"Chrysobalanaceae";"Couepiaoxossii";"EN"
1079;"";"Chrysobalanaceae";"Couepiaparvifolia";"EN"
1080;"*";"Chrysobalanaceae";"Couepiaschottii";"EN"
1081;"*";"Chrysobalanaceae";"Exellodendrongracile";"EN"
1082;"";"Chrysobalanaceae";"Hirtellaangustifolia";"VU"
1083;"";"Chrysobalanaceae";"Hirtellaconduplicata";"CR"
1084;"";"Chrysobalanaceae";"Hirtellafloribunda";"EN"
1085;"";"Chrysobalanaceae";"Hirtellaglaziovii";"EN"
1086;"";"Chrysobalanaceae";"Hirtellajuruensis";"EN"
1087;"";"Chrysobalanaceae";"Hirtella kuhlmannii";"EN"
1088;"";"Chrysobalanaceae";"Hirtellalancifolia";"VU"
1089;"*";"Chrysobalanaceae";"Hirtellaparviunguis";"EN"
1090;"";"Chrysobalanaceae";"Hirtellaprancei";"EN"
1091;"*";"Chrysobalanaceae";"Hirtellasantosii";"EN"
1092;"";"Chrysobalanaceae";"Hymenopus adolphoduckei";"EN"
1093;"*";"Chrysobalanaceae";"Hymenopus conferruminatus";"CR"
1094;"";"Chrysobalanaceae";"Leptobalanusmaguirei";"EN"
1095;"";"Chrysobalanaceae";"Leptobalanusturbinatus";"EN"
1096;"*";"Chrysobalanaceae";"Licaniaarianeae";"EN"
1097;"*";"Chrysobalanaceae";"Licaniabelemii";"EN"
1098;"";"Chrysobalanaceae";"Licania cymosa";"EN"
1099;"*";"Chrysobalanaceae";"Licaniaindurata";"EN"
1100;"";"Chrysobalanaceae";"Licanialamentanda";"EN"
1101;"";"Chrysobalanaceae";"Licanianaviculistipula";"EN"
1102;"";"Chrysobalanaceae";"Licania tocantina";"EN"
1103;"";"Chrysobalanaceae";"Moquileaaraneosa";"VU"
1104;"";"Chrysobalanaceae";"Parinari alvimii";"EN"
1105;"*";"Cistaceae";"Crocanthemum brasiliensis";"EN"
1106;"*";"Clusiaceae";"Clusiaaemygdioi";"EN"
1107;"";"Clusiaceae";"Clusiaburchellii";"EN"
1108;"";"Clusiaceae";"Clusiadiamantina";"EN"
1109;"";"Clusiaceae";"Clusiafragrans";"EN"
1110;"";"Clusiaceae";"Clusiaimmersa";"EN"
1111;"";"Clusiaceae";"Clusia riedeliana";"EN"
1112;"";"Clusiaceae";"Garciniaalbuquerquei";"EN"
1113;"";"Clusiaceae";"Lorostemoncoelhoi";"EN"
1114;"*";"Combretaceae";"Combretumrupicola";"CR"
1115;"*";"Combretaceae";"Terminaliaacuminata";"EN"
1116;"*";"Commelinaceae";"Dichorisandraacaulis";"EN"
1117;"";"Commelinaceae";"Dichorisandra gaudichaudiana";"EN"
1118;"*";"Commelinaceae";"Dichorisandraglaziovii";"VU"
1119;"*";"Commelinaceae";"Dichorisandra leucophthalmos";"VU"
1120;"";"Commelinaceae";"Dichorisandranana";"EN"
1121;"*";"Commelinaceae";"Dichorisandraneglecta";"CR"
1122;"";"Commelinaceae";"Dichorisandraodorata";"VU"
1123;"";"Commelinaceae";"Dichorisandraoxypetala";"EN"
1124;"";"Commelinaceae";"Dichorisandrapicta";"CR"
1125;"*";"Commelinaceae";"Siderasisfuscata";"EN"
1126;"";"Connaraceae";"Connarusmarginatus";"EN"
1127;"";"Connaraceae";"Roureabahiensis";"EN"
1128;"*";"Connaraceae";"Rourea cnestidifolia";"EN"
1129;"";"Connaraceae";"Rourealaurifolia";"VU"
1130;"*";"Connaraceae";"Roureapseudospadicea";"EN"
1131;"";"Convolvulaceae";"Bonamiaumbellata";"CR"
1132;"*";"Convolvulaceae";"Distimake repens";"EN"
1133;"*";"Convolvulaceae";"Evolvuluschrysotrichos";"EN"
1134;"*";"Convolvulaceae";"Evolvulusglaziovii";"VU"
1135;"*";"Convolvulaceae";"Evolvuluskramerioides";"VU"
1136;"*";"Convolvulaceae";"Evolvulusrariflorus";"VU"
1137;"*";"Convolvulaceae";"Evolvulus riedelii";"EN"
1138;"*";"Convolvulaceae";"Evolvulusstellariifolius";"EN"
1139;"*";"Convolvulaceae";"Ipomoea carajasensis";"VU"
1140;"*";"Convolvulaceae";"Ipomoea cavalcantei";"EN"
1141;"*";"Convolvulaceae";"Ipomoeadaturiflora";"VU"
1142;"*";"Convolvulaceae";"Ipomoea macedoi";"CR"
1143;"*";"Convolvulaceae";"Ipomoeasubrevoluta";"VU"
1144;"*";"Convolvulaceae";"Jacquemontia cephalantha";"VU"
1145;"*";"Convolvulaceae";"Jacquemontia revoluta";"EN"
1146;"*";"Crassulaceae";"Crassulapeduncularis";"CR"
1147;"";"Cucurbitaceae";"Wilbrandiaglaziovii";"EN"
1148;"";"Cunoniaceae";"Lamanoniabrasiliensis";"EN"
1149;"";"Cunoniaceae";"Lamanoniaulei";"EN"
1150;"*";"Cyperaceae";"Bulbostylisdistichoides";"VU"
1151;"*";"Cyperaceae";"Bulbostylisnesiotis";"VU"
1152;"*";"Cyperaceae";"Bulbostylis smithii";"EN"
1153;"*";"Cyperaceae";"Cyperusappendiculatusvar.atlanticus";"VU"
1154;"*";"Cyperaceae";"Hypolytrumamorimii";"CR"
1155;"*";"Cyperaceae";"Hypolytrumbahiense";"EN"
1156;"";"Cyperaceae";"Hypolytrumglaziovii";"CR"
1157;"*";"Cyperaceae";"Hypolytrumlucennoi";"VU"
1158;"*";"Cyperaceae";"Hypolytrumparaense";"EN"
1159;"*";"Cyperaceae";"Lagenocarpus bracteosus";"EN"
1160;"*";"Cyperaceae";"Rhynchosporapilulifera";"CR"
1161;"*";"Cyperaceae";"Scleriabalansae";"VU"
1162;"*";"Cyperaceae";"Trilepis tenuis";"CR"
1163;"*";"Dichapetalaceae";"Stephanopodiumengleri";"EN"
1164;"";"Dichapetalaceae";"Stephanopodium estrellense";"EN"
1165;"";"Dichapetalaceae";"Stephanopodiumgracile";"VU"
1166;"*";"Dichapetalaceae";"Stephanopodium magnifolium";"EN"
1167;"";"Dichapetalaceae";"Stephanopodiumsessile";"EN"
1168;"";"Dichapetalaceae";"Tapura follii";"CR"
1169;"";"Dichapetalaceae";"Tapura wurdackiana";"EN"
1170;"*";"Dicksoniaceae";"Dicksoniasellowiana";"EN"
1171;"*";"Dicranaceae";"Atractylocarpus brasiliensis";"EN"
1172;"*";"Dicranaceae";"Atractylocarpuslongisetus";"EN"
1173;"*";"Dicranaceae";"Campylopusdensicoma";"EN"
1174;"*";"Dilleniaceae";"Davillaglaziovii";"EN"
1175;"*";"Dilleniaceae";"Davilla macrocarpa";"VU"
1176;"*";"Dilleniaceae";"Doliocarpuslancifolius";"EN"
1177;"*";"Dioscoreaceae";"Dioscoreaasperula";"VU"
1178;"";"Dioscoreaceae";"Dioscoreabradei";"EN"
1179;"";"Dioscoreaceae";"Dioscoreacampanulata";"EN"
1180;"";"Dioscoreaceae";"Dioscoreaitatiaiensis";"CR"
1181;"*";"Dioscoreaceae";"Dioscorealoefgrenii";"VU"
1182;"*";"Dioscoreaceae";"Dioscorea mantiqueirensis";"CR"
1183;"";"Dioscoreaceae";"Dioscoreamargarethia";"CR"
1184;"";"Dioscoreaceae";"Dioscoreapedalis";"VU"
1185;"*";"Dioscoreaceae";"Dioscorea pseudomacrocapsa";"EN"
1186;"*";"Dioscoreaceae";"Dioscoreasanpaulensis";"EN"
1187;"";"Dioscoreaceae";"Dioscoreasphaeroidea";"CR"
1188;"*";"Dioscoreaceae";"Dioscoreatrilinguis";"EN"
1189;"*";"Ditrichaceae";"Chrysoblastellachilensis";"EN"
1190;"";"Droseraceae";"Droseragraminifolia";"CR"
1191;"*";"Droseraceae";"Droseragraomogolensis";"EN"
1192;"";"Droseraceae";"Drosera magnifica";"CR"
1193;"";"Droseraceae";"Droseraquartzicola";"EN"
1194;"*";"Dryopteridaceae";"Elaphoglossum acrocarpum";"VU"
1195;"*";"Dryopteridaceae";"Elaphoglossumbeckeri";"CR"
1196;"*";"Dryopteridaceae";"Megalastrum wacketii";"EN"
1197;"*";"Dryopteridaceae";"Polystichum bradei";"EN"
1198;"";"Ebenaceae";"Diospyrosagnitser";"EN"
1199;"";"Ebenaceae";"Diospyrosamabi";"EN"
1200;"";"Ebenaceae";"Diospyrosbullata";"VU"
1201;"";"Ebenaceae";"Diospyros ketun";"VU"
1202;"";"Ebenaceae";"Diospyroslongistyla";"VU"
1203;"";"Ebenaceae";"Diospyros mexiae";"EN"
1204;"";"Ebenaceae";"Diospyros riedelii";"EN"
1205;"";"Ebenaceae";"Diospyrosscottmorii";"EN"
1206;"";"Ebenaceae";"Diospyrosserrana";"CR"
1207;"";"Ebenaceae";"Diospyros tarim";"EN"
1208;"";"Ebenaceae";"Diospyrosubaita";"EN"
1209;"";"Elaeocarpaceae";"Sloaneafasciculata";"EN"
1210;"";"Elaeocarpaceae";"Sloaneafroesii";"VU"
1211;"";"Elaeocarpaceae";"Sloaneahatschbachii";"EN"
1212;"*";"Elaeocarpaceae";"Sloaneaobtusifolia";"EN"
1213;"";"Elaeocarpaceae";"Sloaneapetalata";"CR"
1214;"";"Elaeocarpaceae";"Sloaneaspathulata";"VU"
1215;"*";"Ephedraceae";"Ephedra tweediana";"VU"
1216;"";"Ericaceae";"Agaristaorganensis";"CR"
1217;"";"Ericaceae";"Agarista uleana";"VU"
1218;"*";"Ericaceae";"Gaultheriasleumeriana";"CR"
1219;"*";"Ericaceae";"Gaylussaciaangulata";"EN"
1220;"*";"Ericaceae";"Gaylussacia caparoensis";"EN"
1221;"*";"Ericaceae";"Gaylussacia centunculifolia";"EN"
1222;"*";"Ericaceae";"Gaylussaciaharleyi";"VU"
1223;"*";"Ericaceae";"Gaylussaciaoleifolia";"VU"
1224;"*";"Ericaceae";"Gaylussaciapruinosa";"CR"
1225;"*";"Ericaceae";"Gaylussacia retivenia";"EN"
1226;"*";"Ericaceae";"Gaylussacia setosa";"CR"
1227;"*";"Eriocaulaceae";"Actinocephalus cipoensis";"CR"
1228;"*";"Eriocaulaceae";"Actinocephalus claussenianus";"VU"
1229;"*";"Eriocaulaceae";"Comantherabahiensis";"EN"
1230;"*";"Eriocaulaceae";"Comantherabrasiliana";"CR"
1231;"*";"Eriocaulaceae";"Comantheraelegans";"EN"
1232;"*";"Eriocaulaceae";"Comantheraharleyi";"VU"
1233;"*";"Eriocaulaceae";"Comantheramucugensis";"EN"
1234;"";"Eriocaulaceae";"Comantherapignalii";"CR"
1235;"*";"Eriocaulaceae";"Leiothrixechinocephala";"VU"
1236;"";"Eriocaulaceae";"Paepalanthus argyrotrychus";"CR"
1237;"*";"Eriocaulaceae";"Paepalanthus ater";"CR"
1238;"";"Eriocaulaceae";"Paepalanthus capixaba";"CR"
1239;"";"Eriocaulaceae";"Paepalanthus echinoides";"EN"
1240;"";"Eriocaulaceae";"Paepalanthusfarinaceus";"CR"
1241;"";"Eriocaulaceae";"Paepalanthusflexuosus";"CR"
1242;"*";"Eriocaulaceae";"Paepalanthus hydra";"EN"
1243;"";"Eriocaulaceae";"Paepalanthuslongiciliatus";"CR"
1244;"";"Eriocaulaceae";"Paepalanthus macaheensis";"EN"
1245;"";"Eriocaulaceae";"Paepalanthus macer";"CR"
1246;"";"Eriocaulaceae";"Paepalanthusovatus";"EN"
1247;"";"Eriocaulaceae";"Paepalanthuspolygonus";"EN"
1248;"";"Eriocaulaceae";"Paepalanthusstellatus";"VU"
1249;"";"Eriocaulaceae";"Paepalanthusurbanianus";"VU"
1250;"";"Eriocaulaceae";"Paepalanthus velutiphyllus";"EN"
1251;"";"Eriocaulaceae";"Syngonanthus incurvifolius";"CR"
1252;"*";"Eriocaulaceae";"Syngonanthus itambeensis";"EN"
1253;"*";"Eriocaulaceae";"Syngonanthuslaricifolius";"VU"
1254;"";"Eriocaulaceae";"Syngonanthusvittatus";"EN"
1255;"";"Erythropalaceae";"Heisteriahuberiana";"CR"
1256;"";"Erythroxylaceae";"Erythroxylum ayrtonianum";"CR"
1257;"*";"Erythroxylaceae";"Erythroxylumbezerrae";"EN"
1258;"*";"Erythroxylaceae";"Erythroxylum catharinense";"EN"
1259;"";"Erythroxylaceae";"Erythroxylum cincinnatum";"EN"
1260;"*";"Erythroxylaceae";"Erythroxylum compressum";"EN"
1261;"";"Erythroxylaceae";"Erythroxylum frangulifolium";"EN"
1262;"*";"Erythroxylaceae";"Erythroxylumleal-costae";"CR"
1263;"";"Erythroxylaceae";"Erythroxylum magnoliifolium";"EN"
1264;"*";"Erythroxylaceae";"Erythroxylum mattos-silvae";"EN"
1265;"*";"Erythroxylaceae";"Erythroxylum membranaceum";"EN"
1266;"*";"Erythroxylaceae";"Erythroxylum nelson-rosae";"EN"
1267;"";"Erythroxylaceae";"Erythroxylumnitidum";"EN"
1268;"";"Erythroxylaceae";"Erythroxylum nordestinum";"EN"
1269;"";"Erythroxylaceae";"Erythroxylumoccultum";"CR"
1270;"";"Erythroxylaceae";"Erythroxylumovalifolium";"VU"
1271;"*";"Erythroxylaceae";"Erythroxylum petrae-caballi";"VU"
1272;"";"Erythroxylaceae";"Erythroxylum schomburgkii";"EN"
1273;"";"Erythroxylaceae";"Erythroxylum sobraleanum";"CR"
1274;"";"Erythroxylaceae";"Erythroxylum splendidum";"EN"
1275;"*";"Erythroxylaceae";"Erythroxylum substriatum";"VU"
1276;"*";"Erythroxylaceae";"Erythroxylum tianguanum";"CR"
1277;"";"Erythroxylaceae";"Erythroxylumumbrosum";"EN"
1278;"";"Erythroxylaceae";"Erythroxylum vernicosum";"EN"
1279;"*";"Escalloniaceae";"Escalloniaobtusissima";"VU"
1280;"*";"Escalloniaceae";"Escalloniapetrophila";"EN"
1281;"";"Euphorbiaceae";"Actinostemon roseliae";"EN"
1282;"*";"Euphorbiaceae";"Adenophaedra cearensis";"CR"
1283;"";"Euphorbiaceae";"Algernoniabahiensis";"VU"
1284;"";"Euphorbiaceae";"Algernoniabrasiliensis";"VU"
1285;"*";"Euphorbiaceae";"Algernoniadimitrii";"EN"
1286;"*";"Euphorbiaceae";"Algernonia kuhlmannii";"CR"
1287;"*";"Euphorbiaceae";"Astraea cincta";"EN"
1288;"*";"Euphorbiaceae";"Bernardia crassifolia";"EN"
1289;"*";"Euphorbiaceae";"Caperoniabuettneriacea";"VU"
1290;"*";"Euphorbiaceae";"Chiropetalumfoliosum";"EN"
1291;"";"Euphorbiaceae";"Cnidoscolushamosus";"CR"
1292;"";"Euphorbiaceae";"Cnidoscolus magni-gerdtii";"CR"
1293;"";"Euphorbiaceae";"Cnidoscolusrupestris";"EN"
1294;"";"Euphorbiaceae";"Crotoncampanulatus";"EN"
1295;"";"Euphorbiaceae";"Croton caryophyllus";"EN"
1296;"";"Euphorbiaceae";"Croton diasii";"EN"
1297;"";"Euphorbiaceae";"Crotonhemiargyreus";"EN"
1298;"*";"Euphorbiaceae";"Crotonleptobotryus";"VU"
1299;"";"Euphorbiaceae";"Crotonpriscus";"EN"
1300;"";"Euphorbiaceae";"Crotonsapiifolius";"EN"
1301;"";"Euphorbiaceae";"Croton thomasii";"EN"
1302;"*";"Euphorbiaceae";"Dalechampiapurpurata";"EN"
1303;"*";"Euphorbiaceae";"Dalechampiariparia";"CR"
1304;"*";"Euphorbiaceae";"Euphorbiaappariciana";"EN"
1305;"*";"Euphorbiaceae";"Euphorbiaattastoma";"EN"
1306;"*";"Euphorbiaceae";"Euphorbiacrossadenia";"EN"
1307;"*";"Euphorbiaceae";"Euphorbiagymnoclada";"VU"
1308;"*";"Euphorbiaceae";"Euphorbiaholochlorina";"CR"
1309;"";"Euphorbiaceae";"Euphorbiasabulicola";"CR"
1310;"";"Euphorbiaceae";"Glycydendron espiritosantense";"VU"
1311;"";"Euphorbiaceae";"Hevea camargoana";"EN"
1312;"";"Euphorbiaceae";"Manihot hahnii";"EN"
1313;"";"Euphorbiaceae";"Manihotlongiracemosa";"EN"
1314;"*";"Euphorbiaceae";"Manihotprocumbens";"VU"
1315;"";"Euphorbiaceae";"Ophthalmoblapton macrophyllum";"EN"
1316;"";"Euphorbiaceae";"Ophthalmoblapton pedunculare";"VU"
1317;"";"Euphorbiaceae";"Sebastianiapteroclada";"CR"
1318;"";"Euphorbiaceae";"Stillingialoranthacea";"EN"
1319;"*";"Fabaceae";"Aeschynomene fructipendula";"EN"
1320;"*";"Fabaceae";"Albiziaburkartiana";"EN"
1321;"*";"Fabaceae";"Albiziaglabripetala";"EN"
1322;"";"Fabaceae";"Aldinaheterophylla";"VU"
1323;"*";"Fabaceae";"Amburanaacreana";"VU"
1324;"";"Fabaceae";"Andira marauensis";"EN"
1325;"*";"Fabaceae";"Apuleialeiocarpa";"VU"
1326;"*";"Fabaceae";"Arachis villosa";"EN"
1327;"";"Fabaceae";"Arapatiella emarginata";"EN"
1328;"";"Fabaceae";"Bauhinia albicans";"EN"
1329;"";"Fabaceae";"Bauhiniaglaziovii";"CR"
1330;"*";"Fabaceae";"Bauhiniaintegerrima";"EN"
1331;"";"Fabaceae";"Bauhiniauberlandiana";"CR"
1332;"*";"Fabaceae";"Calliandracarrascana";"EN"
1333;"";"Fabaceae";"Cassia rubriflora";"EN"
1334;"*";"Fabaceae";"Centrolobiumparaense";"EN"
1335;"*";"Fabaceae";"Centrosemacarajasense";"VU"
1336;"";"Fabaceae";"Chamaecristaamabilis";"EN"
1337;"";"Fabaceae";"Chamaecristaamorimii";"EN"
1338;"*";"Fabaceae";"Chamaecristaanamariae";"EN"
1339;"*";"Fabaceae";"Chamaecrista atroglandulosa";"EN"
1340;"";"Fabaceae";"Chamaecrista bracteolata";"EN"
1341;"*";"Fabaceae";"Chamaecrista catolesensis";"VU"
1342;"*";"Fabaceae";"Chamaecristafodinarum";"EN"
1343;"";"Fabaceae";"Chamaecristafulgida";"CR"
1344;"*";"Fabaceae";"Chamaecristalagotois";"CR"
1345;"";"Fabaceae";"Chamaecristanuda";"EN"
1346;"";"Fabaceae";"Chamaecrista phyllostachya";"EN"
1347;"*";"Fabaceae";"Chamaecristastillifera";"VU"
1348;"";"Fabaceae";"Chamaecristasubpeltata";"EN"
1349;"*";"Fabaceae";"Chamaecrista tephrosiifolia";"VU"
1350;"*";"Fabaceae";"Chamaecristaulmea";"CR"
1351;"";"Fabaceae";"Chamaecristaunijuga";"EN"
1352;"";"Fabaceae";"Copaiferamajorina";"VU"
1353;"";"Fabaceae";"Coursetiavicioides";"EN"
1354;"";"Fabaceae";"Ctenodonbradei";"EN"
1355;"*";"Fabaceae";"Ctenodon lacabuendianus";"EN"
1356;"";"Fabaceae";"Cynometramarleneae";"EN"
1357;"";"Fabaceae";"Dahlstedtiabahiana";"EN"
1358;"";"Fabaceae";"Dahlstedtiaglaziovii";"EN"
1359;"";"Fabaceae";"Dahlstedtiagrandiflora";"EN"
1360;"";"Fabaceae";"Dahlstedtiapeckoltii";"EN"
1361;"";"Fabaceae";"Dalbergiaernest-ulei";"EN"
1362;"";"Fabaceae";"Dalbergiaglaziovii";"EN"
1363;"*";"Fabaceae";"Dalbergianigra";"VU"
1364;"";"Fabaceae";"Degueliahatschbachii";"VU"
1365;"*";"Fabaceae";"Desmodium craspediferum";"EN"
1366;"";"Fabaceae";"Dialiumrondoniense";"EN"
1367;"";"Fabaceae";"Dicymbearenicola";"EN"
1368;"";"Fabaceae";"Dicymbepuncticulosa";"EN"
1369;"";"Fabaceae";"Dimorphandraexaltata";"EN"
1370;"*";"Fabaceae";"Dimorphandrawilsonii";"EN"
1371;"";"Fabaceae";"Diniziajueirana-facao";"CR"
1372;"";"Fabaceae";"Diplotropisrodriguesii";"VU"
1373;"";"Fabaceae";"Elizabethaspeciosa";"VU"
1374;"*";"Fabaceae";"Gleditsiaamorphoides";"VU"
1375;"";"Fabaceae";"Grazielodendron rio-docensis";"EN"
1376;"";"Fabaceae";"Harleyodendron unifoliolatum";"EN"
1377;"*";"Fabaceae";"Harpalycelanata";"EN"
1378;"*";"Fabaceae";"Harpalyceparvifolia";"EN"
1379;"*";"Fabaceae";"Hymenaeaparvifolia";"VU"
1380;"*";"Fabaceae";"Hymenolobiumexcelsum";"VU"
1381;"*";"Fabaceae";"Inga aptera";"EN"
1382;"";"Fabaceae";"Inga conchifolia";"EN"
1383;"";"Fabaceae";"Inga cordistipula";"VU"
1384;"";"Fabaceae";"Inga globularis";"EN"
1385;"*";"Fabaceae";"Inga grazielae";"EN"
1386;"*";"Fabaceae";"Inga maritima";"EN"
1387;"*";"Fabaceae";"Inga mendoncaei";"EN"
1388;"*";"Fabaceae";"Ingapedunculata";"EN"
1389;"*";"Fabaceae";"Inga platyptera";"EN"
1390;"*";"Fabaceae";"Inga pleiogyna";"EN"
1391;"*";"Fabaceae";"Inga praegnans";"EN"
1392;"*";"Fabaceae";"Ingasuborbicularis";"EN"
1393;"*";"Fabaceae";"Inga unica";"EN"
1394;"";"Fabaceae";"Jupunbabarnebyana";"EN"
1395;"*";"Fabaceae";"Lathyrusacutifolius";"CR"
1396;"*";"Fabaceae";"Lathyrusparaguariensis";"VU"
1397;"";"Fabaceae";"Leptolobium araguaiense";"EN"
1398;"";"Fabaceae";"Leptolobium glaziovianum";"EN"
1399;"";"Fabaceae";"Leptolobiumparvifolium";"EN"
1400;"";"Fabaceae";"Leptolobiumtenuifolium";"EN"
1401;"*";"Fabaceae";"Leucochloronfoederale";"EN"
1402;"";"Fabaceae";"Leucochloronlimae";"EN"
1403;"*";"Fabaceae";"Leucochloronminarum";"EN"
1404;"";"Fabaceae";"Luetzelburgiaamazonica";"EN"
1405;"";"Fabaceae";"Luetzelburgiaharleyi";"CR"
1406;"";"Fabaceae";"Luetzelburgia neurocarpa";"CR"
1407;"";"Fabaceae";"Luetzelburgiatrialata";"EN"
1408;"*";"Fabaceae";"Lupinus coriaceus";"VU"
1409;"*";"Fabaceae";"Lupinusdecurrens";"EN"
1410;"";"Fabaceae";"Lupinusgibertianus";"CR"
1411;"*";"Fabaceae";"Lupinuslaevigatus";"EN"
1412;"";"Fabaceae";"Lupinus russellianus";"CR"
1413;"";"Fabaceae";"Machaerium androvillosum";"CR"
1414;"";"Fabaceae";"Machaeriumfirmum";"VU"
1415;"";"Fabaceae";"Machaerium legale";"CR"
